AREA_GEOGRAFICA ,TEMA,SUBTEMA,VARIABLE,DENOMINACION,VALOR ,UNIDAD_MEDIDA
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Unidades de producción con agricultura a cielo abierto Con venta de la producción Perennes,Plátano,69.6,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Unidades de producción con agricultura a cielo abierto Con venta de la producción Perennes,Uva,94.43,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Amaranto,7.82,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Arroz,2.11,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Calabaza,37.43,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Cebolla,29.28,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Chile,27.11,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Frijol,30.29,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Jitomate (tomate rojo),14.13,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Maíz amarillo,31.25,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Maíz blanco,26.2,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Sorgo grano,6.8,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Soya,0.33,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Anuales,Trigo grano,5.54,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Aguacate,15.98,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Cacao,15.38,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Caña de azúcar,2.24,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Fresa,2.83,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Limón,12.76,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Manzana,16.93,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Naranja,3.87,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Plátano,31.1,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Directo al consumidor Perennes,Uva,1.71,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Intermediario Anuales,Amaranto,86.47,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Intermediario Anuales,Arroz,18.36,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Intermediario Anuales,Calabaza,47.05,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Intermediario Anuales,Cebolla,49.71,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Intermediario Anuales,Chile,54.27,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Intermediario Anuales,Frijol,53.13,Porcentaje
Nacional,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Porcentaje de unidades de producción con agricultura a cielo abierto y con venta de la producción según comprador o destinatario por cultivo seleccionado,Comprador o destinatario Intermediario Anuales,Jitomate (tomate rojo),54.82,Porcentaje
